DatumZeit,LinkKasse,LinkArtikel,Anzahl
2017-10-28,32,2054,19.0
2017-10-28,32,2057,61.0
2017-10-29,32,1216,867.0
2017-10-29,32,1218,619.0
2017-10-29,32,1219,109.0
2017-10-29,32,1221,90.0
2017-10-29,32,1222,60.0
2017-10-29,32,1224,63.0
2017-10-29,32,1570,22.0
2017-10-29,32,1939,17.0
2017-10-29,32,2054,38.0
2017-10-29,32,2057,79.0
2017-10-30,32,1216,593.0
2017-10-30,32,1218,473.0
2017-10-30,32,1219,55.0
2017-10-30,32,1221,68.0
2017-10-30,32,1222,28.0
2017-10-30,32,1224,28.0
2017-10-30,32,1570,38.0
2017-10-30,32,1939,26.0
2017-10-30,32,2054,20.0
2017-10-30,32,2057,25.0
2017-10-31,32,1216,702.0
2017-10-31,32,1218,565.0
2017-10-31,32,1219,129.0
2017-10-31,32,1221,98.0
2017-10-31,32,1222,61.0
2017-10-31,32,1224,67.0
2017-10-31,32,1570,31.0
2017-10-31,32,1939,17.0
2017-10-31,32,2054,30.0
2017-10-31,32,2057,73.0
2017-11-01,32,1216,706.0
2017-11-01,32,1218,596.0
2017-11-01,32,1219,110.0
2017-11-01,32,1221,83.0
2017-11-01,32,1222,59.0
2017-11-01,32,1224,68.0
2017-11-01,32,1570,22.0
2017-11-01,32,1939,19.0
2017-11-01,32,2054,54.0
2017-11-01,32,2057,61.0
2017-11-02,32,1216,386.0
2017-11-02,32,1218,336.0
2017-11-02,32,1219,28.0
2017-11-02,32,1221,39.0
2017-11-02,32,1222,21.0
2017-11-02,32,1224,12.0
2017-11-02,32,1570,37.0
2017-11-02,32,1939,9.0
2017-11-02,32,2054,14.0
2017-11-02,32,2057,11.0
2017-11-03,32,1216,445.0
2017-11-03,32,1218,322.0
2017-11-03,32,1219,23.0
2017-11-03,32,1221,44.0
2017-11-03,32,1222,16.0
2017-11-03,32,1224,11.0
2017-11-03,32,1570,21.0
2017-11-03,32,1939,14.0
2017-11-03,32,2054,19.0
2017-11-03,32,2057,16.0
2017-11-04,32,1216,619.0
2017-11-04,32,1218,459.0
2017-11-04,32,1219,90.0
2017-11-04,32,1221,79.0
2017-11-04,32,1222,64.0
2017-11-04,32,1224,31.0
2017-11-04,32,1570,32.0
2017-11-04,32,1939,20.0
2017-11-04,32,2054,20.0
2017-11-04,32,2057,49.0
2017-11-05,32,1216,744.0
2017-11-05,32,1218,636.0
2017-11-05,32,1219,131.0
2017-11-05,32,1221,120.0
2017-11-05,32,1222,58.0
2017-11-05,32,1224,58.0
2017-11-05,32,1570,31.0
2017-11-05,32,1939,14.0
2017-11-05,32,2054,33.0
2017-11-05,32,2057,90.0
2017-11-06,32,1216,345.0
2017-11-06,32,1218,267.0
2017-11-06,32,1219,13.0
2017-11-06,32,1221,31.0
2017-11-06,32,1222,4.0
2017-11-06,32,1224,9.0
2017-11-06,32,1570,24.0
2017-11-06,32,1939,8.0
2017-11-06,32,2054,17.0
2017-11-06,32,2057,16.0
2017-11-07,32,1216,360.0
2017-11-07,32,1218,258.0
2017-11-07,32,1219,12.0
2017-11-07,32,1221,36.0
2017-11-07,32,1222,10.0
2017-11-07,32,1224,9.0
2017-11-07,32,1570,26.0
2017-11-07,32,1939,12.0
2017-11-07,32,2054,18.0
2017-11-07,32,2057,10.0
2017-11-08,32,1216,297.0
2017-11-08,32,1218,257.0
2017-11-08,32,1219,28.0
2017-11-08,32,1221,22.0
2017-11-08,32,1222,7.0
2017-11-08,32,1224,20.0
2017-11-08,32,1570,25.0
2017-11-08,32,1939,21.0
2017-11-08,32,2054,12.0
2017-11-08,32,2057,20.0
2017-11-09,32,1216,342.0
2017-11-09,32,1218,315.0
2017-11-09,32,1219,28.0
2017-11-09,32,1221,19.0
2017-11-09,32,1222,8.0
2017-11-09,32,1224,33.0
2017-11-09,32,1570,38.0
2017-11-09,32,1939,10.0
2017-11-09,32,2054,13.0
2017-11-09,32,2057,9.0
2017-11-10,32,1216,408.0
2017-11-10,32,1218,300.0
2017-11-10,32,1219,26.0
2017-11-10,32,1221,40.0
2017-11-10,32,1222,11.0
2017-11-10,32,1224,16.0
2017-11-10,32,1570,17.0
2017-11-10,32,1939,9.0
2017-11-10,32,2054,19.0
2017-11-10,32,2057,17.0
2017-11-11,32,1216,719.0
2017-11-11,32,1218,472.0
2017-11-11,32,1219,76.0
2017-11-11,32,1221,77.0
2017-11-11,32,1222,58.0
2017-11-11,32,1224,30.0
2017-11-11,32,1570,28.0
2017-11-11,32,1939,22.0
2017-11-11,32,2054,27.0
2017-11-11,32,2057,57.0
2017-11-12,32,1216,640.0
2017-11-12,32,1218,563.0
2017-11-12,32,1219,99.0
2017-11-12,32,1221,79.0
2017-11-12,32,1222,72.0
2017-11-12,32,1224,47.0
2017-11-12,32,1570,35.0
2017-11-12,32,1939,19.0
2017-11-12,32,2054,27.0
2017-11-12,32,2057,60.0
2017-11-13,32,1216,366.0
2017-11-13,32,1218,293.0
2017-11-13,32,1219,21.0
2017-11-13,32,1221,23.0
2017-11-13,32,1222,10.0
2017-11-13,32,1224,12.0
2017-11-13,32,1570,27.0
2017-11-13,32,1939,16.0
2017-11-13,32,2054,10.0
2017-11-13,32,2057,19.0
2017-11-14,32,1216,332.0
2017-11-14,32,1218,191.0
2017-11-14,32,1219,22.0
2017-11-14,32,1221,37.0
2017-11-14,32,1222,19.0
2017-11-14,32,1224,7.0
2017-11-14,32,1570,26.0
2017-11-14,32,1939,12.0
2017-11-14,32,2054,12.0
2017-11-14,32,2057,12.0
2017-11-15,32,1216,302.0
2017-11-15,32,1218,287.0
2017-11-15,32,1219,18.0
2017-11-15,32,1221,30.0
2017-11-15,32,1222,14.0
2017-11-15,32,1224,7.0
2017-11-15,32,1570,34.0
2017-11-15,32,1939,16.0
2017-11-15,32,2054,17.0
2017-11-15,32,2057,12.0
2017-11-16,32,1216,369.0
2017-11-16,32,1218,301.0
2017-11-16,32,1219,16.0
2017-11-16,32,1221,29.0
2017-11-16,32,1222,12.0
2017-11-16,32,1224,14.0
2017-11-16,32,1570,26.0
2017-11-16,32,1939,8.0
2017-11-16,32,2054,17.0
2017-11-16,32,2057,16.0
2017-11-17,32,1216,398.0
2017-11-17,32,1218,295.0
2017-11-17,32,1219,33.0
2017-11-17,32,1221,23.0
2017-11-17,32,1222,6.0
2017-11-17,32,1224,16.0
2017-11-17,32,1570,29.0
2017-11-17,32,1939,25.0
2017-11-17,32,2054,16.0
2017-11-17,32,2057,15.0
2017-11-18,32,1216,676.0
2017-11-18,32,1218,415.0
2017-11-18,32,1219,80.0
2017-11-18,32,1221,87.0
2017-11-18,32,1222,43.0
2017-11-18,32,1224,32.0
2017-11-18,32,1570,32.0
2017-11-18,32,1939,18.0
2017-11-18,32,2054,23.0
2017-11-18,32,2057,45.0
2017-11-19,32,1216,669.0
2017-11-19,32,1218,594.0
2017-11-19,32,1219,122.0
2017-11-19,32,1221,126.0
2017-11-19,32,1222,72.0
2017-11-19,32,1224,60.0
2017-11-19,32,1570,21.0
2017-11-19,32,1939,24.0
2017-11-19,32,2054,33.0
2017-11-19,32,2057,83.0
2017-11-20,32,1216,311.0
2017-11-20,32,1218,271.0
2017-11-20,32,1219,16.0
2017-11-20,32,1221,35.0
2017-11-20,32,1222,14.0
2017-11-20,32,1224,8.0
2017-11-20,32,1570,26.0
2017-11-20,32,1939,10.0
2017-11-20,32,2054,11.0
2017-11-20,32,2057,15.0
2017-11-21,32,1216,306.0
2017-11-21,32,1218,225.0
2017-11-21,32,1219,14.0
2017-11-21,32,1221,17.0
2017-11-21,32,1222,17.0
2017-11-21,32,1224,14.0
2017-11-21,32,1570,35.0
2017-11-21,32,1939,8.0
2017-11-21,32,2054,15.0
2017-11-21,32,2057,15.0
2017-11-22,32,1216,361.0
2017-11-22,32,1218,279.0
2017-11-22,32,1219,25.0
2017-11-22,32,1221,35.0
2017-11-22,32,1222,17.0
2017-11-22,32,1224,15.0
2017-11-22,32,1570,27.0
2017-11-22,32,1939,18.0
2017-11-22,32,2054,17.0
2017-11-22,32,2057,22.0
2017-11-23,32,1216,389.0
2017-11-23,32,1218,242.0
2017-11-23,32,1219,20.0
2017-11-23,32,1221,31.0
2017-11-23,32,1222,13.0
2017-11-23,32,1224,13.0
2017-11-23,32,1570,36.0
2017-11-23,32,1939,21.0
2017-11-23,32,2054,9.0
2017-11-23,32,2057,14.0
2017-11-24,32,1216,539.0
2017-11-24,32,1218,288.0
2017-11-24,32,1219,27.0
2017-11-24,32,1221,33.0
2017-11-24,32,1222,29.0
2017-11-24,32,1224,32.0
2017-11-24,32,1570,27.0
2017-11-24,32,1939,24.0
2017-11-24,32,2054,25.0
2017-11-24,32,2057,17.0
2017-11-25,32,1216,816.0
2017-11-25,32,1218,513.0
2017-11-25,32,1219,112.0
2017-11-25,32,1221,78.0
2017-11-25,32,1222,58.0
2017-11-25,32,1224,29.0
2017-11-25,32,1570,37.0
2017-11-25,32,1939,24.0
2017-11-25,32,2054,29.0
2017-11-25,32,2057,43.0
2017-11-26,32,1216,773.0
2017-11-26,32,1218,592.0
2017-11-26,32,1219,139.0
2017-11-26,32,1221,102.0
2017-11-26,32,1222,85.0
2017-11-26,32,1224,58.0
2017-11-26,32,1570,23.0
2017-11-26,32,1939,16.0
2017-11-26,32,2054,33.0
2017-11-26,32,2057,77.0
2017-11-27,32,1216,381.0
2017-11-27,32,1218,296.0
2017-11-27,32,1219,24.0
2017-11-27,32,1221,36.0
2017-11-27,32,1222,15.0
2017-11-27,32,1224,7.0
2017-11-27,32,1570,22.0
2017-11-27,32,1939,14.0
2017-11-27,32,2054,20.0
2017-11-27,32,2057,11.0
2017-11-28,32,1216,303.0
2017-11-28,32,1218,214.0
2017-11-28,32,1219,13.0
2017-11-28,32,1221,31.0
2017-11-28,32,1222,8.0
2017-11-28,32,1224,13.0
2017-11-28,32,1570,22.0
2017-11-28,32,1939,10.0
2017-11-28,32,2054,15.0
2017-11-28,32,2057,12.0
2017-11-29,32,1216,353.0
2017-11-29,32,1218,250.0
2017-11-29,32,1219,17.0
2017-11-29,32,1221,36.0
2017-11-29,32,1222,14.0
2017-11-29,32,1224,8.0
2017-11-29,32,1570,31.0
2017-11-29,32,1939,22.0
2017-11-29,32,2054,18.0
2017-11-29,32,2057,11.0
2017-11-30,32,1216,356.0
2017-11-30,32,1218,318.0
2017-11-30,32,1219,21.0
2017-11-30,32,1221,32.0
2017-11-30,32,1222,12.0
2017-11-30,32,1224,9.0
2017-11-30,32,1570,30.0
2017-11-30,32,1939,4.0
2017-11-30,32,2054,20.0
2017-11-30,32,2057,16.0
2017-12-01,32,1216,391.0
2017-12-01,32,1218,300.0
2017-12-01,32,1219,31.0
2017-12-01,32,1221,33.0
2017-12-01,32,1222,14.0
2017-12-01,32,1224,11.0
2017-12-01,32,1570,32.0
2017-12-01,32,1939,9.0
2017-12-01,32,2054,12.0
2017-12-01,32,2057,16.0
2017-12-02,32,1216,699.0
2017-12-02,32,1218,464.0
2017-12-02,32,1219,76.0
2017-12-02,32,1221,92.0
2017-12-02,32,1222,60.0
2017-12-02,32,1224,36.0
2017-12-02,32,1570,23.0
2017-12-02,32,1939,17.0
2017-12-02,32,2054,16.0
2017-12-02,32,2057,43.0
2017-12-03,32,1216,731.0
2017-12-03,32,1218,551.0
2017-12-03,32,1219,121.0
2017-12-03,32,1221,162.0
2017-12-03,32,1222,90.0
2017-12-03,32,1224,54.0
2017-12-03,32,1570,23.0
2017-12-03,32,1939,27.0
2017-12-03,32,2054,25.0
2017-12-03,32,2057,83.0
2017-12-04,32,1216,323.0
2017-12-04,32,1218,279.0
2017-12-04,32,1219,27.0
2017-12-04,32,1221,36.0
2017-12-04,32,1222,7.0
2017-12-04,32,1224,8.0
2017-12-04,32,1570,26.0
2017-12-04,32,1939,9.0
2017-12-04,32,2054,14.0
2017-12-04,32,2057,10.0
2017-12-05,32,1216,360.0
2017-12-05,32,1218,288.0
2017-12-05,32,1219,21.0
2017-12-05,32,1221,32.0
2017-12-05,32,1222,11.0
2017-12-05,32,1224,15.0
2017-12-05,32,1570,25.0
2017-12-05,32,1939,17.0
2017-12-05,32,2054,15.0
2017-12-05,32,2057,10.0
2017-12-06,32,1216,257.0
2017-12-06,32,1218,231.0
2017-12-06,32,1219,13.0
2017-12-06,32,1221,26.0
2017-12-06,32,1222,8.0
2017-12-06,32,1224,18.0
2017-12-06,32,1570,18.0
2017-12-06,32,1939,10.0
2017-12-06,32,2054,9.0
2017-12-06,32,2057,9.0
2017-12-07,32,1216,373.0
2017-12-07,32,1218,277.0
2017-12-07,32,1219,20.0
2017-12-07,32,1221,33.0
2017-12-07,32,1222,13.0
2017-12-07,32,1224,8.0
2017-12-07,32,1570,26.0
2017-12-07,32,1939,8.0
2017-12-07,32,2054,10.0
2017-12-07,32,2057,17.0
2017-12-08,32,1216,455.0
2017-12-08,32,1218,393.0
2017-12-08,32,1219,28.0
2017-12-08,32,1221,25.0
2017-12-08,32,1222,12.0
2017-12-08,32,1224,10.0
2017-12-08,32,1570,36.0
2017-12-08,32,1939,11.0
2017-12-08,32,2054,15.0
2017-12-08,32,2057,19.0
2017-12-09,32,1216,595.0
2017-12-09,32,1218,400.0
2017-12-09,32,1219,80.0
2017-12-09,32,1221,75.0
2017-12-09,32,1222,52.0
2017-12-09,32,1224,36.0
2017-12-09,32,1570,25.0
2017-12-09,32,1939,16.0
2017-12-09,32,2054,13.0
2017-12-09,32,2057,42.0
2017-12-10,32,1216,624.0
2017-12-10,32,1218,617.0
2017-12-10,32,1219,123.0
2017-12-10,32,1221,122.0
2017-12-10,32,1222,57.0
2017-12-10,32,1224,55.0
2017-12-10,32,1570,22.0
2017-12-10,32,1939,9.0
2017-12-10,32,2054,22.0
2017-12-10,32,2057,51.0
2017-12-11,32,1216,386.0
2017-12-11,32,1218,282.0
2017-12-11,32,1219,19.0
2017-12-11,32,1221,29.0
2017-12-11,32,1222,15.0
2017-12-11,32,1224,12.0
2017-12-11,32,1570,14.0
2017-12-11,32,1939,14.0
2017-12-11,32,2054,13.0
2017-12-11,32,2057,23.0
2017-12-12,32,1216,357.0
2017-12-12,32,1218,262.0
2017-12-12,32,1219,19.0
2017-12-12,32,1221,29.0
2017-12-12,32,1222,12.0
2017-12-12,32,1224,13.0
2017-12-12,32,1570,28.0
2017-12-12,32,1939,11.0
2017-12-12,32,2054,12.0
2017-12-12,32,2057,22.0
2017-12-13,32,1216,280.0
2017-12-13,32,1218,206.0
2017-12-13,32,1219,19.0
2017-12-13,32,1221,19.0
2017-12-13,32,1222,11.0
2017-12-13,32,1224,21.0
2017-12-13,32,1570,33.0
2017-12-13,32,1939,22.0
2017-12-13,32,2054,7.0
2017-12-13,32,2057,10.0
2017-12-14,32,1216,436.0
2017-12-14,32,1218,277.0
2017-12-14,32,1219,26.0
2017-12-14,32,1221,37.0
2017-12-14,32,1222,13.0
2017-12-14,32,1224,65.0
2017-12-14,32,1570,27.0
2017-12-14,32,1939,10.0
2017-12-14,32,2054,10.0
2017-12-14,32,2057,15.0
2017-12-15,32,1216,340.0
2017-12-15,32,1218,215.0
2017-12-15,32,1219,27.0
2017-12-15,32,1221,35.0
2017-12-15,32,1222,15.0
2017-12-15,32,1224,13.0
2017-12-15,32,1570,30.0
2017-12-15,32,1939,11.0
2017-12-15,32,2054,13.0
2017-12-15,32,2057,15.0
2017-12-16,32,1216,703.0
2017-12-16,32,1218,528.0
2017-12-16,32,1219,76.0
2017-12-16,32,1221,79.0
2017-12-16,32,1222,50.0
2017-12-16,32,1224,29.0
2017-12-16,32,1570,44.0
2017-12-16,32,1939,21.0
2017-12-16,32,2054,16.0
2017-12-16,32,2057,52.0
2017-12-17,32,1216,768.0
2017-12-17,32,1218,608.0
2017-12-17,32,1219,116.0
2017-12-17,32,1221,120.0
2017-12-17,32,1222,76.0
2017-12-17,32,1224,53.0
2017-12-17,32,1570,27.0
2017-12-17,32,1939,27.0
2017-12-17,32,2054,17.0
2017-12-17,32,2057,65.0
2017-12-18,32,1216,362.0
2017-12-18,32,1218,320.0
2017-12-18,32,1219,29.0
2017-12-18,32,1221,30.0
2017-12-18,32,1222,15.0
2017-12-18,32,1224,16.0
2017-12-18,32,1570,30.0
2017-12-18,32,1939,15.0
2017-12-18,32,2054,5.0
2017-12-18,32,2057,16.0
2017-12-19,32,1216,261.0
2017-12-19,32,1218,248.0
2017-12-19,32,1219,23.0
2017-12-19,32,1221,16.0
2017-12-19,32,1222,10.0
2017-12-19,32,1224,10.0
2017-12-19,32,1570,22.0
2017-12-19,32,1939,11.0
2017-12-19,32,2054,9.0
2017-12-19,32,2057,22.0
2017-12-20,32,1216,375.0
2017-12-20,32,1218,230.0
2017-12-20,32,1219,27.0
2017-12-20,32,1221,34.0
2017-12-20,32,1222,14.0
2017-12-20,32,1224,8.0
2017-12-20,32,1570,24.0
2017-12-20,32,1939,11.0
2017-12-20,32,2054,13.0
2017-12-20,32,2057,18.0
2017-12-21,32,1216,514.0
2017-12-21,32,1218,379.0
2017-12-21,32,1219,18.0
2017-12-21,32,1221,49.0
2017-12-21,32,1222,17.0
2017-12-21,32,1224,18.0
2017-12-21,32,1570,37.0
2017-12-21,32,1939,15.0
2017-12-21,32,2054,12.0
2017-12-21,32,2057,16.0
2017-12-22,32,1216,524.0
2017-12-22,32,1218,424.0
2017-12-22,32,1219,55.0
2017-12-22,32,1221,71.0
2017-12-22,32,1222,20.0
2017-12-22,32,1224,22.0
2017-12-22,32,1570,28.0
2017-12-22,32,1939,14.0
2017-12-22,32,2054,14.0
2017-12-22,32,2057,24.0
2017-12-23,32,1216,780.0
2017-12-23,32,1218,568.0
2017-12-23,32,1219,83.0
2017-12-23,32,1221,101.0
2017-12-23,32,1222,77.0
2017-12-23,32,1224,38.0
2017-12-23,32,1570,30.0
2017-12-23,32,1939,19.0
2017-12-23,32,2054,9.0
2017-12-23,32,2057,50.0
2017-12-24,32,1216,851.0
2017-12-24,32,1218,693.0
2017-12-24,32,1219,151.0
2017-12-24,32,1221,135.0
2017-12-24,32,1222,78.0
2017-12-24,32,1224,64.0
2017-12-24,32,1570,11.0
2017-12-24,32,1939,12.0
2017-12-24,32,2054,15.0
2017-12-24,32,2057,60.0
2017-12-27,32,1216,553.0
2017-12-27,32,1218,361.0
2017-12-27,32,1219,29.0
2017-12-27,32,1221,35.0
2017-12-27,32,1222,15.0
2017-12-27,32,1224,13.0
2017-12-27,32,1570,31.0
2017-12-27,32,1939,13.0
2017-12-27,32,2054,18.0
2017-12-27,32,2057,20.0
2017-12-28,32,1216,440.0
2017-12-28,32,1218,326.0
2017-12-28,32,1219,29.0
2017-12-28,32,1221,40.0
2017-12-28,32,1222,17.0
2017-12-28,32,1224,11.0
2017-12-28,32,1570,32.0
2017-12-28,32,1939,15.0
2017-12-28,32,2054,13.0
2017-12-28,32,2057,14.0
2017-12-29,32,1216,514.0
2017-12-29,32,1218,367.0
2017-12-29,32,1219,42.0
2017-12-29,32,1221,50.0
2017-12-29,32,1222,20.0
2017-12-29,32,1224,15.0
2017-12-29,32,1570,14.0
2017-12-29,32,1939,13.0
2017-12-29,32,2054,17.0
2017-12-29,32,2057,15.0
2017-12-30,32,1216,550.0
2017-12-30,32,1218,450.0
2017-12-30,32,1219,73.0
2017-12-30,32,1221,87.0
2017-12-30,32,1222,50.0
2017-12-30,32,1224,22.0
2017-12-30,32,1570,23.0
2017-12-30,32,1939,14.0
2017-12-30,32,2054,13.0
2017-12-30,32,2057,28.0
2017-12-31,32,1216,750.0
2017-12-31,32,1218,530.0
2017-12-31,32,1219,131.0
2017-12-31,32,1221,96.0
2017-12-31,32,1222,56.0
2017-12-31,32,1224,64.0
2017-12-31,32,1570,17.0
2017-12-31,32,1939,11.0
2017-12-31,32,2054,19.0
2017-12-31,32,2057,81.0
2018-01-02,32,1216,453.0
2018-01-02,32,1218,353.0
2018-01-02,32,1219,30.0
2018-01-02,32,1221,37.0
2018-01-02,32,1222,17.0
2018-01-02,32,1224,18.0
2018-01-02,32,1570,33.0
2018-01-02,32,1939,12.0
2018-01-02,32,2054,14.0
2018-01-02,32,2057,15.0
2018-01-03,32,1216,396.0
2018-01-03,32,1218,296.0
2018-01-03,32,1219,28.0
2018-01-03,32,1221,25.0
2018-01-03,32,1222,18.0
2018-01-03,32,1224,11.0
2018-01-03,32,1570,36.0
2018-01-03,32,1939,12.0
2018-01-03,32,2054,10.0
2018-01-03,32,2057,25.0
2018-01-04,32,1216,456.0
2018-01-04,32,1218,270.0
2018-01-04,32,1219,31.0
2018-01-04,32,1221,18.0
2018-01-04,32,1222,15.0
2018-01-04,32,1224,13.0
2018-01-04,32,1570,24.0
2018-01-04,32,1939,16.0
2018-01-04,32,2054,12.0
2018-01-04,32,2057,18.0
2018-01-05,32,1216,569.0
2018-01-05,32,1218,434.0
2018-01-05,32,1219,37.0
2018-01-05,32,1221,40.0
2018-01-05,32,1222,35.0
2018-01-05,32,1224,14.0
2018-01-05,32,1570,18.0
2018-01-05,32,1939,12.0
2018-01-05,32,2054,16.0
2018-01-05,32,2057,20.0
2018-01-06,32,1216,808.0
2018-01-06,32,1218,524.0
2018-01-06,32,1219,89.0
2018-01-06,32,1221,78.0
2018-01-06,32,1222,44.0
2018-01-06,32,1224,59.0
2018-01-06,32,1570,25.0
2018-01-06,32,1939,12.0
2018-01-06,32,2054,28.0
2018-01-06,32,2057,46.0
2018-01-07,32,1216,878.0
2018-01-07,32,1218,661.0
2018-01-07,32,1219,122.0
2018-01-07,32,1221,142.0
2018-01-07,32,1222,70.0
2018-01-07,32,1224,43.0
2018-01-07,32,1570,25.0
2018-01-07,32,1939,17.0
2018-01-07,32,2054,24.0
2018-01-07,32,2057,81.0
2018-01-08,32,1216,426.0
2018-01-08,32,1218,263.0
2018-01-08,32,1219,27.0
2018-01-08,32,1221,20.0
2018-01-08,32,1222,16.0
2018-01-08,32,1224,8.0
2018-01-08,32,1570,23.0
2018-01-08,32,1939,11.0
2018-01-08,32,2054,12.0
2018-01-08,32,2057,17.0
2018-01-09,32,1216,330.0
2018-01-09,32,1218,269.0
2018-01-09,32,1219,31.0
2018-01-09,32,1221,25.0
2018-01-09,32,1222,17.0
2018-01-09,32,1224,13.0
2018-01-09,32,1570,33.0
2018-01-09,32,1939,10.0
2018-01-09,32,2054,12.0
2018-01-09,32,2057,11.0
2018-01-10,32,1216,368.0
2018-01-10,32,1218,253.0
2018-01-10,32,1219,20.0
2018-01-10,32,1221,42.0
2018-01-10,32,1222,16.0
2018-01-10,32,1224,13.0
2018-01-10,32,1570,17.0
2018-01-10,32,1939,21.0
2018-01-10,32,2054,15.0
2018-01-10,32,2057,14.0
2018-01-11,32,1216,340.0
2018-01-11,32,1218,272.0
2018-01-11,32,1219,28.0
2018-01-11,32,1221,27.0
2018-01-11,32,1222,12.0
2018-01-11,32,1224,10.0
2018-01-11,32,1570,25.0
2018-01-11,32,1939,9.0
2018-01-11,32,2054,16.0
2018-01-11,32,2057,15.0
2018-01-12,32,1216,388.0
2018-01-12,32,1218,234.0
2018-01-12,32,1219,28.0
2018-01-12,32,1221,35.0
2018-01-12,32,1222,13.0
2018-01-12,32,1224,13.0
2018-01-12,32,1570,23.0
2018-01-12,32,1939,10.0
2018-01-12,32,2054,14.0
2018-01-12,32,2057,9.0
2018-01-13,32,1216,632.0
2018-01-13,32,1218,411.0
2018-01-13,32,1219,84.0
2018-01-13,32,1221,72.0
2018-01-13,32,1222,61.0
2018-01-13,32,1224,22.0
2018-01-13,32,1570,27.0
2018-01-13,32,1939,18.0
2018-01-13,32,2054,16.0
2018-01-13,32,2057,43.0
2018-01-14,32,1216,642.0
2018-01-14,32,1218,591.0
2018-01-14,32,1219,109.0
2018-01-14,32,1221,106.0
2018-01-14,32,1222,56.0
2018-01-14,32,1224,41.0
2018-01-14,32,1570,29.0
2018-01-14,32,1939,16.0
2018-01-14,32,2054,30.0
2018-01-14,32,2057,62.0
2018-01-15,32,1216,313.0
2018-01-15,32,1218,314.0
2018-01-15,32,1219,35.0
2018-01-15,32,1221,38.0
2018-01-15,32,1222,16.0
2018-01-15,32,1224,13.0
2018-01-15,32,1570,26.0
2018-01-15,32,1939,15.0
2018-01-15,32,2054,14.0
2018-01-15,32,2057,15.0
2018-01-16,32,1216,290.0
2018-01-16,32,1218,257.0
2018-01-16,32,1219,15.0
2018-01-16,32,1221,27.0
2018-01-16,32,1222,10.0
2018-01-16,32,1224,11.0
2018-01-16,32,1570,27.0
2018-01-16,32,1939,11.0
2018-01-16,32,2054,12.0
2018-01-16,32,2057,17.0
2018-01-17,32,1216,322.0
2018-01-17,32,1218,246.0
2018-01-17,32,1219,15.0
2018-01-17,32,1221,27.0
2018-01-17,32,1222,12.0
2018-01-17,32,1224,11.0
2018-01-17,32,1570,33.0
2018-01-17,32,1939,12.0
2018-01-17,32,2054,11.0
2018-01-17,32,2057,16.0
2018-01-18,32,1216,362.0
2018-01-18,32,1218,222.0
2018-01-18,32,1219,19.0
2018-01-18,32,1221,19.0
2018-01-18,32,1222,11.0
2018-01-18,32,1224,12.0
2018-01-18,32,1570,26.0
2018-01-18,32,1939,16.0
2018-01-18,32,2054,17.0
2018-01-18,32,2057,18.0
2018-01-19,32,1216,444.0
2018-01-19,32,1218,269.0
2018-01-19,32,1219,26.0
2018-01-19,32,1221,31.0
2018-01-19,32,1222,14.0
2018-01-19,32,1224,15.0
2018-01-19,32,1570,19.0
2018-01-19,32,1939,14.0
2018-01-19,32,2054,11.0
2018-01-19,32,2057,13.0
2018-01-20,32,1216,610.0
2018-01-20,32,1218,480.0
2018-01-20,32,1219,80.0
2018-01-20,32,1221,94.0
2018-01-20,32,1222,52.0
2018-01-20,32,1224,29.0
2018-01-20,32,1570,28.0
2018-01-20,32,1939,11.0
2018-01-20,32,2054,15.0
2018-01-20,32,2057,58.0
2018-01-21,32,1216,786.0
2018-01-21,32,1218,666.0
2018-01-21,32,1219,145.0
2018-01-21,32,1221,93.0
2018-01-21,32,1222,61.0
2018-01-21,32,1224,62.0
2018-01-21,32,1570,31.0
2018-01-21,32,1939,30.0
2018-01-21,32,2054,32.0
2018-01-21,32,2057,93.0
2018-01-22,32,1216,293.0
2018-01-22,32,1218,228.0
2018-01-22,32,1219,19.0
2018-01-22,32,1221,20.0
2018-01-22,32,1222,9.0
2018-01-22,32,1224,15.0
2018-01-22,32,1570,24.0
2018-01-22,32,1939,9.0
2018-01-22,32,2054,9.0
2018-01-22,32,2057,19.0
2018-01-23,32,1216,356.0
2018-01-23,32,1218,235.0
2018-01-23,32,1219,27.0
2018-01-23,32,1221,38.0
2018-01-23,32,1222,19.0
2018-01-23,32,1224,12.0
2018-01-23,32,1570,22.0
2018-01-23,32,1939,16.0
2018-01-23,32,2054,10.0
2018-01-23,32,2057,21.0
2018-01-24,32,1216,356.0
2018-01-24,32,1218,225.0
2018-01-24,32,1219,23.0
2018-01-24,32,1221,33.0
2018-01-24,32,1222,15.0
2018-01-24,32,1224,11.0
2018-01-24,32,1570,28.0
2018-01-24,32,1939,11.0
2018-01-24,32,2054,8.0
2018-01-24,32,2057,19.0
2018-01-25,32,1216,424.0
2018-01-25,32,1218,318.0
2018-01-25,32,1219,25.0
2018-01-25,32,1221,34.0
2018-01-25,32,1222,17.0
2018-01-25,32,1224,10.0
2018-01-25,32,1570,20.0
2018-01-25,32,1939,13.0
2018-01-25,32,2054,10.0
2018-01-25,32,2057,15.0
2018-01-26,32,1216,464.0
2018-01-26,32,1218,324.0
2018-01-26,32,1219,28.0
2018-01-26,32,1221,25.0
2018-01-26,32,1222,18.0
2018-01-26,32,1224,13.0
2018-01-26,32,1570,21.0
2018-01-26,32,1939,16.0
2018-01-26,32,2054,11.0
2018-01-26,32,2057,18.0
2018-01-27,32,1216,613.0
