DatumZeit,LinkKasse,LinkArtikel,Anzahl
2018-06-10,32,1222,68.0
2018-06-10,32,1224,46.0
2018-06-10,32,1570,32.0
2018-06-10,32,1939,19.0
2018-06-10,32,2054,24.0
2018-06-10,32,2057,70.0
2018-06-11,32,1216,359.0
2018-06-11,32,1218,248.0
2018-06-11,32,1219,32.0
2018-06-11,32,1221,27.0
2018-06-11,32,1222,14.0
2018-06-11,32,1224,11.0
2018-06-11,32,1570,26.0
2018-06-11,32,1939,2.0
2018-06-11,32,2054,18.0
2018-06-11,32,2057,13.0
2018-06-12,32,1216,409.0
2018-06-12,32,1218,224.0
2018-06-12,32,1219,32.0
2018-06-12,32,1221,34.0
2018-06-12,32,1222,16.0
2018-06-12,32,1224,14.0
2018-06-12,32,1570,18.0
2018-06-12,32,1939,10.0
2018-06-12,32,2054,11.0
2018-06-12,32,2057,24.0
2018-06-13,32,1216,323.0
2018-06-13,32,1218,263.0
2018-06-13,32,1219,26.0
2018-06-13,32,1221,24.0
2018-06-13,32,1222,12.0
2018-06-13,32,1224,14.0
2018-06-13,32,1570,27.0
2018-06-13,32,1939,12.0
2018-06-13,32,2054,13.0
2018-06-13,32,2057,16.0
2018-06-14,32,1216,428.0
2018-06-14,32,1218,269.0
2018-06-14,32,1219,12.0
2018-06-14,32,1221,31.0
2018-06-14,32,1222,13.0
2018-06-14,32,1224,12.0
2018-06-14,32,1570,19.0
2018-06-14,32,1939,14.0
2018-06-14,32,2054,18.0
2018-06-14,32,2057,12.0
2018-06-15,32,1216,422.0
2018-06-15,32,1218,375.0
2018-06-15,32,1219,31.0
2018-06-15,32,1221,33.0
2018-06-15,32,1222,15.0
2018-06-15,32,1224,19.0
2018-06-15,32,1570,22.0
2018-06-15,32,1939,19.0
2018-06-15,32,2054,16.0
2018-06-15,32,2057,16.0
2018-06-16,32,1216,737.0
2018-06-16,32,1218,692.0
2018-06-16,32,1219,81.0
2018-06-16,32,1221,95.0
2018-06-16,32,1222,60.0
2018-06-16,32,1224,29.0
2018-06-16,32,1570,24.0
2018-06-16,32,1939,14.0
2018-06-16,32,2054,18.0
2018-06-16,32,2057,47.0
2018-06-17,32,1216,962.0
2018-06-17,32,1218,636.0
2018-06-17,32,1219,112.0
2018-06-17,32,1221,136.0
2018-06-17,32,1222,97.0
2018-06-17,32,1224,54.0
2018-06-17,32,1570,15.0
2018-06-17,32,1939,10.0
2018-06-17,32,2054,40.0
2018-06-17,32,2057,63.0
2018-06-18,32,1216,365.0
2018-06-18,32,1218,233.0
2018-06-18,32,1219,21.0
2018-06-18,32,1221,25.0
2018-06-18,32,1222,12.0
2018-06-18,32,1224,11.0
2018-06-18,32,1570,29.0
2018-06-18,32,1939,15.0
2018-06-18,32,2054,12.0
2018-06-18,32,2057,15.0
2018-06-19,32,1216,372.0
2018-06-19,32,1218,267.0
2018-06-19,32,1219,22.0
2018-06-19,32,1221,21.0
2018-06-19,32,1222,16.0
2018-06-19,32,1224,9.0
2018-06-19,32,1570,28.0
2018-06-19,32,1939,12.0
2018-06-19,32,2054,15.0
2018-06-19,32,2057,10.0
2018-06-20,32,1216,335.0
2018-06-20,32,1218,194.0
2018-06-20,32,1219,7.0
2018-06-20,32,1221,24.0
2018-06-20,32,1222,16.0
2018-06-20,32,1224,11.0
2018-06-20,32,1570,23.0
2018-06-20,32,1939,14.0
2018-06-20,32,2054,20.0
2018-06-20,32,2057,16.0
2018-06-21,32,1216,384.0
2018-06-21,32,1218,246.0
2018-06-21,32,1219,17.0
2018-06-21,32,1221,25.0
2018-06-21,32,1222,18.0
2018-06-21,32,1224,35.0
2018-06-21,32,1570,28.0
2018-06-21,32,1939,11.0
2018-06-21,32,2054,15.0
2018-06-21,32,2057,15.0
2018-06-22,32,1216,452.0
2018-06-22,32,1218,568.0
2018-06-22,32,1219,43.0
2018-06-22,32,1221,36.0
2018-06-22,32,1222,13.0
2018-06-22,32,1224,17.0
2018-06-22,32,1570,35.0
2018-06-22,32,1939,18.0
2018-06-22,32,2054,16.0
2018-06-22,32,2057,22.0
2018-06-23,32,1216,828.0
2018-06-23,32,1218,905.0
2018-06-23,32,1219,89.0
2018-06-23,32,1221,98.0
2018-06-23,32,1222,64.0
2018-06-23,32,1224,39.0
2018-06-23,32,1570,25.0
2018-06-23,32,1939,16.0
2018-06-23,32,2054,19.0
2018-06-23,32,2057,50.0
2018-06-24,32,1216,779.0
2018-06-24,32,1218,974.0
2018-06-24,32,1219,122.0
2018-06-24,32,1221,102.0
2018-06-24,32,1222,95.0
2018-06-24,32,1224,57.0
2018-06-24,32,1570,28.0
2018-06-24,32,1939,13.0
2018-06-24,32,2054,39.0
2018-06-24,32,2057,71.0
2018-06-25,32,1216,374.0
2018-06-25,32,1218,238.0
2018-06-25,32,1219,26.0
2018-06-25,32,1221,22.0
2018-06-25,32,1222,14.0
2018-06-25,32,1224,14.0
2018-06-25,32,1570,23.0
2018-06-25,32,1939,14.0
2018-06-25,32,2054,16.0
2018-06-25,32,2057,16.0
2018-06-26,32,1216,349.0
2018-06-26,32,1218,280.0
2018-06-26,32,1219,24.0
2018-06-26,32,1221,28.0
2018-06-26,32,1222,18.0
2018-06-26,32,1224,15.0
2018-06-26,32,1570,22.0
2018-06-26,32,1939,15.0
2018-06-26,32,2054,15.0
2018-06-26,32,2057,14.0
2018-06-27,32,1216,339.0
2018-06-27,32,1218,285.0
2018-06-27,32,1219,17.0
2018-06-27,32,1221,26.0
2018-06-27,32,1222,14.0
2018-06-27,32,1224,17.0
2018-06-27,32,1570,27.0
2018-06-27,32,1939,14.0
2018-06-27,32,2054,15.0
2018-06-27,32,2057,12.0
2018-06-28,32,1216,312.0
2018-06-28,32,1218,220.0
2018-06-28,32,1219,20.0
2018-06-28,32,1221,26.0
2018-06-28,32,1222,17.0
2018-06-28,32,1224,17.0
2018-06-28,32,1570,17.0
2018-06-28,32,1939,15.0
2018-06-28,32,2054,15.0
2018-06-28,32,2057,12.0
2018-06-29,32,1216,442.0
2018-06-29,32,1218,271.0
2018-06-29,32,1219,47.0
2018-06-29,32,1221,25.0
2018-06-29,32,1222,19.0
2018-06-29,32,1224,15.0
2018-06-29,32,1570,18.0
2018-06-29,32,1939,16.0
2018-06-29,32,2054,22.0
2018-06-29,32,2057,20.0
2018-06-30,32,1216,706.0
2018-06-30,32,1218,575.0
2018-06-30,32,1219,81.0
2018-06-30,32,1221,77.0
2018-06-30,32,1222,55.0
2018-06-30,32,1224,39.0
2018-06-30,32,1570,28.0
2018-06-30,32,1939,20.0
2018-06-30,32,2054,22.0
2018-06-30,32,2057,53.0
2018-07-01,32,1216,803.0
2018-07-01,32,1218,711.0
2018-07-01,32,1219,136.0
2018-07-01,32,1221,103.0
2018-07-01,32,1222,104.0
2018-07-01,32,1224,60.0
2018-07-01,32,1570,22.0
2018-07-01,32,1939,15.0
2018-07-01,32,2054,34.0
2018-07-01,32,2057,75.0
2018-07-02,32,1216,342.0
2018-07-02,32,1218,227.0
2018-07-02,32,1219,13.0
2018-07-02,32,1221,36.0
2018-07-02,32,1222,19.0
2018-07-02,32,1224,17.0
2018-07-02,32,1570,25.0
2018-07-02,32,1939,7.0
2018-07-02,32,2054,16.0
2018-07-02,32,2057,19.0
2018-07-03,32,1216,368.0
2018-07-03,32,1218,282.0
2018-07-03,32,1219,24.0
2018-07-03,32,1221,24.0
2018-07-03,32,1222,18.0
2018-07-03,32,1224,14.0
2018-07-03,32,1570,20.0
2018-07-03,32,1939,8.0
2018-07-03,32,2054,17.0
2018-07-03,32,2057,13.0
2018-07-04,32,1216,320.0
2018-07-04,32,1218,264.0
2018-07-04,32,1219,22.0
2018-07-04,32,1221,15.0
2018-07-04,32,1222,17.0
2018-07-04,32,1224,9.0
2018-07-04,32,1570,20.0
2018-07-04,32,1939,13.0
2018-07-04,32,2054,17.0
2018-07-04,32,2057,20.0
2018-07-05,32,1216,382.0
2018-07-05,32,1218,280.0
2018-07-05,32,1219,25.0
2018-07-05,32,1221,26.0
2018-07-05,32,1222,17.0
2018-07-05,32,1224,11.0
2018-07-05,32,1570,18.0
2018-07-05,32,1939,18.0
2018-07-05,32,2054,15.0
2018-07-05,32,2057,13.0
2018-07-06,32,1216,415.0
2018-07-06,32,1218,284.0
2018-07-06,32,1219,35.0
2018-07-06,32,1221,39.0
2018-07-06,32,1222,18.0
2018-07-06,32,1224,10.0
2018-07-06,32,1570,20.0
2018-07-06,32,1939,10.0
2018-07-06,32,2054,21.0
2018-07-06,32,2057,17.0
2018-07-07,32,1216,821.0
2018-07-07,32,1218,471.0
2018-07-07,32,1219,86.0
2018-07-07,32,1221,72.0
2018-07-07,32,1222,71.0
2018-07-07,32,1224,35.0
2018-07-07,32,1570,40.0
2018-07-07,32,1939,15.0
2018-07-07,32,2054,23.0
2018-07-07,32,2057,56.0
2018-07-08,32,1216,869.0
2018-07-08,32,1218,747.0
2018-07-08,32,1219,146.0
2018-07-08,32,1221,116.0
2018-07-08,32,1222,77.0
2018-07-08,32,1224,65.0
2018-07-08,32,1570,27.0
2018-07-08,32,1939,12.0
2018-07-08,32,2054,32.0
2018-07-08,32,2057,67.0
2018-07-09,32,1216,371.0
2018-07-09,32,1218,277.0
2018-07-09,32,1219,25.0
2018-07-09,32,1221,22.0
2018-07-09,32,1222,16.0
2018-07-09,32,1224,18.0
2018-07-09,32,1570,22.0
2018-07-09,32,1939,17.0
2018-07-09,32,2054,19.0
2018-07-09,32,2057,19.0
2018-07-10,32,1216,320.0
2018-07-10,32,1218,319.0
2018-07-10,32,1219,26.0
2018-07-10,32,1221,21.0
2018-07-10,32,1222,22.0
2018-07-10,32,1224,12.0
2018-07-10,32,1570,25.0
2018-07-10,32,1939,16.0
2018-07-10,32,2054,19.0
2018-07-10,32,2057,15.0
2018-07-11,32,1216,404.0
2018-07-11,32,1218,269.0
2018-07-11,32,1219,24.0
2018-07-11,32,1221,48.0
2018-07-11,32,1222,16.0
2018-07-11,32,1224,17.0
2018-07-11,32,1570,38.0
2018-07-11,32,1939,18.0
2018-07-11,32,2054,27.0
2018-07-11,32,2057,19.0
2018-07-12,32,1216,349.0
2018-07-12,32,1218,246.0
2018-07-12,32,1219,26.0
2018-07-12,32,1221,27.0
2018-07-12,32,1222,11.0
2018-07-12,32,1224,18.0
2018-07-12,32,1570,18.0
2018-07-12,32,1939,13.0
2018-07-12,32,2054,23.0
2018-07-12,32,2057,22.0
2018-07-13,32,1216,447.0
2018-07-13,32,1218,375.0
2018-07-13,32,1219,35.0
2018-07-13,32,1221,30.0
2018-07-13,32,1222,13.0
2018-07-13,32,1224,19.0
2018-07-13,32,1570,25.0
2018-07-13,32,1939,12.0
2018-07-13,32,2054,20.0
2018-07-13,32,2057,22.0
2018-07-14,32,1216,727.0
2018-07-14,32,1218,718.0
2018-07-14,32,1219,80.0
2018-07-14,32,1221,88.0
2018-07-14,32,1222,69.0
2018-07-14,32,1224,23.0
2018-07-14,32,1570,20.0
2018-07-14,32,1939,14.0
2018-07-14,32,2054,28.0
2018-07-14,32,2057,68.0
2018-07-15,32,1216,774.0
2018-07-15,32,1218,798.0
2018-07-15,32,1219,146.0
2018-07-15,32,1221,77.0
2018-07-15,32,1222,92.0
2018-07-15,32,1224,70.0
2018-07-15,32,1570,30.0
2018-07-15,32,1939,17.0
2018-07-15,32,2054,38.0
2018-07-15,32,2057,71.0
2018-07-16,32,1216,350.0
2018-07-16,32,1218,273.0
2018-07-16,32,1219,28.0
2018-07-16,32,1221,27.0
2018-07-16,32,1222,17.0
2018-07-16,32,1224,13.0
2018-07-16,32,1570,25.0
2018-07-16,32,1939,18.0
2018-07-16,32,2054,19.0
2018-07-16,32,2057,18.0
2018-07-17,32,1216,365.0
2018-07-17,32,1218,263.0
2018-07-17,32,1219,27.0
2018-07-17,32,1221,30.0
2018-07-17,32,1222,13.0
2018-07-17,32,1224,13.0
2018-07-17,32,1570,33.0
2018-07-17,32,1939,10.0
2018-07-17,32,2054,16.0
2018-07-17,32,2057,21.0
2018-07-18,32,1216,403.0
2018-07-18,32,1218,328.0
2018-07-18,32,1219,30.0
2018-07-18,32,1221,34.0
2018-07-18,32,1222,17.0
2018-07-18,32,1224,13.0
2018-07-18,32,1570,27.0
2018-07-18,32,1939,13.0
2018-07-18,32,2054,17.0
2018-07-18,32,2057,19.0
2018-07-19,32,1216,365.0
2018-07-19,32,1218,257.0
2018-07-19,32,1219,25.0
2018-07-19,32,1221,25.0
2018-07-19,32,1222,16.0
2018-07-19,32,1224,15.0
2018-07-19,32,1570,30.0
2018-07-19,32,1939,12.0
2018-07-19,32,2054,15.0
2018-07-19,32,2057,25.0
2018-07-20,32,1216,393.0
2018-07-20,32,1218,284.0
2018-07-20,32,1219,40.0
2018-07-20,32,1221,75.0
2018-07-20,32,1222,18.0
2018-07-20,32,1224,18.0
2018-07-20,32,1570,21.0
2018-07-20,32,1939,12.0
2018-07-20,32,2054,19.0
2018-07-20,32,2057,16.0
2018-07-21,32,1216,724.0
2018-07-21,32,1218,534.0
2018-07-21,32,1219,88.0
2018-07-21,32,1221,87.0
2018-07-21,32,1222,72.0
2018-07-21,32,1224,34.0
2018-07-21,32,1570,39.0
2018-07-21,32,1939,18.0
2018-07-21,32,2054,19.0
2018-07-21,32,2057,64.0
2018-07-22,32,1216,779.0
2018-07-22,32,1218,680.0
2018-07-22,32,1219,147.0
2018-07-22,32,1221,93.0
2018-07-22,32,1222,79.0
2018-07-22,32,1224,77.0
2018-07-22,32,1570,38.0
2018-07-22,32,1939,14.0
2018-07-22,32,2054,42.0
2018-07-22,32,2057,59.0
2018-07-23,32,1216,459.0
2018-07-23,32,1218,330.0
2018-07-23,32,1219,29.0
2018-07-23,32,1221,35.0
2018-07-23,32,1222,15.0
2018-07-23,32,1224,15.0
2018-07-23,32,1570,29.0
2018-07-23,32,1939,15.0
2018-07-23,32,2054,19.0
2018-07-23,32,2057,21.0
2018-07-24,32,1216,526.0
2018-07-24,32,1218,344.0
2018-07-24,32,1219,20.0
2018-07-24,32,1221,20.0
2018-07-24,32,1222,14.0
2018-07-24,32,1224,12.0
2018-07-24,32,1570,20.0
2018-07-24,32,1939,14.0
2018-07-24,32,2054,13.0
2018-07-24,32,2057,21.0
2018-07-25,32,1216,430.0
2018-07-25,32,1218,317.0
2018-07-25,32,1219,38.0
2018-07-25,32,1221,29.0
2018-07-25,32,1222,13.0
2018-07-25,32,1224,16.0
2018-07-25,32,1570,34.0
2018-07-25,32,1939,7.0
2018-07-25,32,2054,16.0
2018-07-25,32,2057,17.0
2018-07-26,32,1216,446.0
2018-07-26,32,1218,315.0
2018-07-26,32,1219,21.0
2018-07-26,32,1221,37.0
2018-07-26,32,1222,13.0
2018-07-26,32,1224,11.0
2018-07-26,32,1570,36.0
2018-07-26,32,1939,7.0
2018-07-26,32,2054,24.0
2018-07-26,32,2057,22.0
2018-07-27,32,1216,549.0
2018-07-27,32,1218,353.0
2018-07-27,32,1219,34.0
2018-07-27,32,1221,36.0
2018-07-27,32,1222,13.0
2018-07-27,32,1224,20.0
2018-07-27,32,1570,22.0
2018-07-27,32,1939,2.0
2018-07-27,32,2054,22.0
2018-07-27,32,2057,21.0
2018-07-28,32,1216,780.0
2018-07-28,32,1218,484.0
2018-07-28,32,1219,86.0
2018-07-28,32,1221,68.0
2018-07-28,32,1222,66.0
2018-07-28,32,1224,34.0
2018-07-28,32,1570,28.0
2018-07-28,32,1939,6.0
2018-07-28,32,2054,21.0
2018-07-28,32,2057,55.0
2018-07-29,32,1216,819.0
2018-07-29,32,1218,760.0
2018-07-29,32,1219,146.0
2018-07-29,32,1221,105.0
2018-07-29,32,1222,99.0
2018-07-29,32,1224,80.0
2018-07-29,32,1570,21.0
2018-07-29,32,1939,10.0
2018-07-29,32,2054,36.0
2018-07-29,32,2057,88.0
2018-07-30,32,1216,383.0
2018-07-30,32,1218,424.0
2018-07-30,32,1219,29.0
2018-07-30,32,1221,27.0
2018-07-30,32,1222,12.0
2018-07-30,32,1224,17.0
2018-07-30,32,1570,23.0
2018-07-30,32,1939,18.0
2018-07-30,32,2054,15.0
2018-07-30,32,2057,20.0
2018-07-31,32,1216,357.0
2018-07-31,32,1218,284.0
2018-07-31,32,1219,24.0
2018-07-31,32,1221,30.0
2018-07-31,32,1222,18.0
2018-07-31,32,1224,17.0
2018-07-31,32,1570,24.0
2018-07-31,32,1939,9.0
2018-07-31,32,2054,14.0
2018-07-31,32,2057,22.0
2018-08-01,32,1216,404.0
2018-08-01,32,1218,287.0
2018-08-01,32,1219,21.0
2018-08-01,32,1221,29.0
2018-08-01,32,1222,16.0
2018-08-01,32,1224,12.0
2018-08-01,32,1570,27.0
2018-08-01,32,1939,6.0
2018-08-01,32,2054,12.0
2018-08-01,32,2057,21.0
2018-08-02,32,1216,419.0
2018-08-02,32,1218,301.0
2018-08-02,32,1219,25.0
2018-08-02,32,1221,29.0
2018-08-02,32,1222,19.0
2018-08-02,32,1224,16.0
2018-08-02,32,1570,23.0
2018-08-02,32,1939,15.0
2018-08-02,32,2054,15.0
2018-08-02,32,2057,23.0
2018-08-03,32,1216,483.0
2018-08-03,32,1218,361.0
2018-08-03,32,1219,36.0
2018-08-03,32,1221,33.0
2018-08-03,32,1222,15.0
2018-08-03,32,1224,16.0
2018-08-03,32,1570,22.0
2018-08-03,32,1939,11.0
2018-08-03,32,2054,15.0
2018-08-03,32,2057,22.0
2018-08-04,32,1216,766.0
2018-08-04,32,1218,582.0
2018-08-04,32,1219,88.0
2018-08-04,32,1221,84.0
2018-08-04,32,1222,67.0
2018-08-04,32,1224,42.0
2018-08-04,32,1570,33.0
2018-08-04,32,1939,11.0
2018-08-04,32,2054,23.0
2018-08-04,32,2057,64.0
2018-08-05,32,1216,834.0
2018-08-05,32,1218,652.0
2018-08-05,32,1219,128.0
2018-08-05,32,1221,116.0
2018-08-05,32,1222,73.0
2018-08-05,32,1224,63.0
2018-08-05,32,1570,25.0
2018-08-05,32,1939,13.0
2018-08-05,32,2054,50.0
2018-08-05,32,2057,69.0
2018-08-06,32,1216,373.0
2018-08-06,32,1218,316.0
2018-08-06,32,1219,34.0
2018-08-06,32,1221,33.0
2018-08-06,32,1222,14.0
2018-08-06,32,1224,16.0
2018-08-06,32,1570,26.0
2018-08-06,32,1939,15.0
2018-08-06,32,2054,12.0
2018-08-06,32,2057,20.0
2018-08-07,32,1216,422.0
2018-08-07,32,1218,351.0
2018-08-07,32,1219,40.0
2018-08-07,32,1221,48.0
2018-08-07,32,1222,19.0
2018-08-07,32,1224,20.0
2018-08-07,32,1570,16.0
2018-08-07,32,1939,14.0
2018-08-07,32,2054,20.0
2018-08-07,32,2057,23.0
2018-08-08,32,1216,508.0
2018-08-08,32,1218,364.0
2018-08-08,32,1219,64.0
2018-08-08,32,1221,74.0
2018-08-08,32,1222,32.0
2018-08-08,32,1224,38.0
2018-08-08,32,1570,17.0
2018-08-08,32,1939,9.0
2018-08-08,32,2054,18.0
2018-08-08,32,2057,65.0
2018-08-09,32,1216,425.0
2018-08-09,32,1218,324.0
2018-08-09,32,1219,31.0
2018-08-09,32,1221,28.0
2018-08-09,32,1222,16.0
2018-08-09,32,1224,15.0
2018-08-09,32,1570,21.0
2018-08-09,32,1939,11.0
2018-08-09,32,2054,20.0
2018-08-09,32,2057,18.0
2018-08-10,32,1216,432.0
2018-08-10,32,1218,267.0
2018-08-10,32,1219,44.0
2018-08-10,32,1221,36.0
2018-08-10,32,1222,14.0
2018-08-10,32,1224,20.0
2018-08-10,32,1570,23.0
2018-08-10,32,1939,18.0
2018-08-10,32,2054,21.0
2018-08-10,32,2057,24.0
2018-08-11,32,1216,673.0
2018-08-11,32,1218,480.0
2018-08-11,32,1219,76.0
2018-08-11,32,1221,84.0
2018-08-11,32,1222,72.0
2018-08-11,32,1224,39.0
2018-08-11,32,1570,26.0
2018-08-11,32,1939,17.0
2018-08-11,32,2054,26.0
2018-08-11,32,2057,62.0
2018-08-12,32,1216,713.0
2018-08-12,32,1218,593.0
2018-08-12,32,1219,125.0
2018-08-12,32,1221,101.0
2018-08-12,32,1222,73.0
2018-08-12,32,1224,54.0
2018-08-12,32,1570,24.0
2018-08-12,32,1939,6.0
2018-08-12,32,2054,34.0
2018-08-12,32,2057,64.0
2018-08-13,32,1216,335.0
2018-08-13,32,1218,312.0
2018-08-13,32,1219,42.0
2018-08-13,32,1221,27.0
2018-08-13,32,1222,17.0
2018-08-13,32,1224,11.0
2018-08-13,32,1570,22.0
2018-08-13,32,1939,13.0
2018-08-13,32,2054,14.0
2018-08-13,32,2057,20.0
2018-08-14,32,1216,472.0
2018-08-14,32,1218,387.0
2018-08-14,32,1219,41.0
2018-08-14,32,1221,30.0
2018-08-14,32,1222,14.0
2018-08-14,32,1224,18.0
2018-08-14,32,1570,19.0
2018-08-14,32,1939,13.0
2018-08-14,32,2054,20.0
2018-08-14,32,2057,29.0
2018-08-15,32,1216,668.0
2018-08-15,32,1218,507.0
2018-08-15,32,1219,99.0
2018-08-15,32,1221,81.0
2018-08-15,32,1222,52.0
2018-08-15,32,1224,49.0
2018-08-15,32,1570,9.0
2018-08-15,32,1939,17.0
2018-08-15,32,2054,34.0
2018-08-15,32,2057,75.0
2018-08-16,32,1216,431.0
2018-08-16,32,1218,325.0
2018-08-16,32,1219,33.0
2018-08-16,32,1221,33.0
2018-08-16,32,1222,16.0
2018-08-16,32,1224,16.0
2018-08-16,32,1570,20.0
2018-08-16,32,1939,13.0
2018-08-16,32,2054,14.0
2018-08-16,32,2057,20.0
2018-08-17,32,1216,427.0
2018-08-17,32,1218,279.0
2018-08-17,32,1219,34.0
2018-08-17,32,1221,28.0
2018-08-17,32,1222,16.0
2018-08-17,32,1224,14.0
2018-08-17,32,1570,14.0
2018-08-17,32,1939,5.0
2018-08-17,32,2054,19.0
2018-08-17,32,2057,23.0
2018-08-18,32,1216,598.0
2018-08-18,32,1218,422.0
2018-08-18,32,1219,63.0
2018-08-18,32,1221,73.0
2018-08-18,32,1222,52.0
2018-08-18,32,1224,34.0
2018-08-18,32,1570,24.0
2018-08-18,32,1939,14.0
2018-08-18,32,2054,18.0
2018-08-18,32,2057,50.0
2018-08-19,32,1216,766.0
2018-08-19,32,1218,582.0
2018-08-19,32,1219,135.0
2018-08-19,32,1221,110.0
2018-08-19,32,1222,90.0
2018-08-19,32,1224,66.0
2018-08-19,32,1570,23.0
2018-08-19,32,1939,5.0
2018-08-19,32,2054,25.0
2018-08-19,32,2057,54.0
2018-08-20,32,1216,371.0
2018-08-20,32,1218,245.0
2018-08-20,32,1219,30.0
2018-08-20,32,1221,29.0
2018-08-20,32,1222,15.0
2018-08-20,32,1224,19.0
2018-08-20,32,1570,22.0
2018-08-20,32,1939,8.0
2018-08-20,32,2054,14.0
2018-08-20,32,2057,17.0
2018-08-21,32,1216,345.0
2018-08-21,32,1218,238.0
2018-08-21,32,1219,17.0
2018-08-21,32,1221,21.0
2018-08-21,32,1222,17.0
2018-08-21,32,1224,13.0
2018-08-21,32,1570,33.0
2018-08-21,32,1939,9.0
2018-08-21,32,2054,8.0
2018-08-21,32,2057,18.0
2018-08-22,32,1216,360.0
2018-08-22,32,1218,319.0
2018-08-22,32,1219,23.0
2018-08-22,32,1221,22.0
2018-08-22,32,1222,14.0
2018-08-22,32,1224,12.0
2018-08-22,32,1570,25.0
2018-08-22,32,1939,9.0
2018-08-22,32,2054,14.0
2018-08-22,32,2057,17.0
2018-08-23,32,1216,323.0
2018-08-23,32,1218,287.0
2018-08-23,32,1219,18.0
2018-08-23,32,1221,26.0
2018-08-23,32,1222,20.0
2018-08-23,32,1224,13.0
2018-08-23,32,1570,19.0
2018-08-23,32,1939,6.0
2018-08-23,32,2054,15.0
2018-08-23,32,2057,18.0
2018-08-24,32,1216,404.0
2018-08-24,32,1218,262.0
2018-08-24,32,1219,37.0
2018-08-24,32,1221,39.0
2018-08-24,32,1222,18.0
2018-08-24,32,1224,14.0
2018-08-24,32,1570,25.0
2018-08-24,32,1939,8.0
2018-08-24,32,2054,16.0
2018-08-24,32,2057,23.0
2018-08-25,32,1216,603.0
2018-08-25,32,1218,419.0
2018-08-25,32,1219,79.0
2018-08-25,32,1221,80.0
2018-08-25,32,1222,59.0
2018-08-25,32,1224,27.0
2018-08-25,32,1570,19.0
2018-08-25,32,1939,16.0
2018-08-25,32,2054,20.0
2018-08-25,32,2057,30.0
2018-08-26,32,1216,742.0
2018-08-26,32,1218,732.0
2018-08-26,32,1219,146.0
2018-08-26,32,1221,113.0
2018-08-26,32,1222,88.0
2018-08-26,32,1224,68.0
2018-08-26,32,1570,32.0
2018-08-26,32,1939,20.0
2018-08-26,32,2054,33.0
2018-08-26,32,2057,78.0
2018-08-27,32,1216,364.0
2018-08-27,32,1218,302.0
2018-08-27,32,1219,9.0
2018-08-27,32,1221,33.0
2018-08-27,32,1222,21.0
2018-08-27,32,1224,12.0
2018-08-27,32,1570,21.0
2018-08-27,32,1939,14.0
2018-08-27,32,2054,11.0
2018-08-27,32,2057,18.0
2018-08-28,32,1216,313.0
2018-08-28,32,1218,163.0
2018-08-28,32,1219,16.0
2018-08-28,32,1221,33.0
2018-08-28,32,1222,20.0
2018-08-28,32,1224,12.0
2018-08-28,32,1570,18.0
2018-08-28,32,1939,5.0
2018-08-28,32,2054,14.0
2018-08-28,32,2057,18.0
2018-08-29,32,1216,315.0
2018-08-29,32,1218,209.0
2018-08-29,32,1219,23.0
2018-08-29,32,1221,23.0
2018-08-29,32,1222,18.0
2018-08-29,32,1224,13.0
2018-08-29,32,1570,21.0
2018-08-29,32,1939,9.0
2018-08-29,32,2054,16.0
2018-08-29,32,2057,19.0
2018-08-30,32,1216,394.0
2018-08-30,32,1218,252.0
2018-08-30,32,1219,27.0
2018-08-30,32,1221,29.0
2018-08-30,32,1222,19.0
2018-08-30,32,1224,17.0
2018-08-30,32,1570,21.0
2018-08-30,32,1939,11.0
2018-08-30,32,2054,18.0
2018-08-30,32,2057,18.0
2018-08-31,32,1216,498.0
2018-08-31,32,1218,262.0
2018-08-31,32,1219,23.0
2018-08-31,32,1221,42.0
2018-08-31,32,1222,15.0
2018-08-31,32,1224,12.0
2018-08-31,32,1570,23.0
2018-08-31,32,1939,19.0
2018-08-31,32,2054,12.0
2018-08-31,32,2057,18.0
2018-09-01,32,1216,688.0
2018-09-01,32,1218,451.0
2018-09-01,32,1219,86.0
2018-09-01,32,1221,72.0
2018-09-01,32,1222,55.0
2018-09-01,32,1224,29.0
2018-09-01,32,1570,31.0
2018-09-01,32,1939,14.0
2018-09-01,32,2054,18.0
2018-09-01,32,2057,46.0
2018-09-02,32,1216,796.0
2018-09-02,32,1218,591.0
2018-09-02,32,1219,127.0
2018-09-02,32,1221,83.0
2018-09-02,32,1222,60.0
2018-09-02,32,1224,57.0
2018-09-02,32,1570,24.0
2018-09-02,32,1939,9.0
2018-09-02,32,2054,30.0
2018-09-02,32,2057,75.0
2018-09-03,32,1216,361.0
2018-09-03,32,1218,317.0
2018-09-03,32,1219,26.0
2018-09-03,32,1221,32.0
2018-09-03,32,1222,14.0
2018-09-03,32,1224,8.0
2018-09-03,32,1570,21.0
2018-09-03,32,1939,14.0
2018-09-03,32,2054,15.0
2018-09-03,32,2057,19.0
2018-09-04,32,1216,346.0
2018-09-04,32,1218,305.0
2018-09-04,32,1219,16.0
2018-09-04,32,1221,27.0
2018-09-04,32,1222,19.0
2018-09-04,32,1224,13.0
2018-09-04,32,1570,29.0
2018-09-04,32,1939,12.0
2018-09-04,32,2054,15.0
2018-09-04,32,2057,18.0
2018-09-05,32,1216,353.0
2018-09-05,32,1218,226.0
2018-09-05,32,1219,27.0
2018-09-05,32,1221,29.0
2018-09-05,32,1222,18.0
2018-09-05,32,1224,13.0
2018-09-05,32,1570,23.0
